Orden,Dependencia,Atencion,Recibio del cer,Entrego al cer,Folio,Entrada,Equipo,Marca,Modelo,Serie,Unidad,Delegacion,Accesorios,Falla,Ticket,Status,Reparacion,Salida,Reparacion,Servicio,Reporte,LinkR,,linkO,Descarga
A700,POLICIA,,,,DIR-7238/DPEYDP-0428/ARM-0125/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01626G8B0FS,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A700,http://10.90.111.119:5000/resguardo/A700,http://10.90.111.119:5000/orden/A700,http://10.90.111.119:5000/orden/A700
A701,POLICIA,,,,DIR-7238/DPEYDP-0428/ARM-0125/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7RT,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A701,http://10.90.111.119:5000/resguardo/A701,http://10.90.111.119:5000/orden/A701,http://10.90.111.119:5000/orden/A701
A702,POLICIA,,,,DIR-7238/DPEYDP-0428/ARM-0125/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7SX,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A702,http://10.90.111.119:5000/resguardo/A702,http://10.90.111.119:5000/orden/A702,http://10.90.111.119:5000/orden/A702
A703,POLICIA,,,,DIR-7238/DPEYDP-0428/ARM-0125/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H4WU,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A703,http://10.90.111.119:5000/resguardo/A703,http://10.90.111.119:5000/orden/A703,http://10.90.111.119:5000/orden/A703
A704,POLICIA,,,,DIR-7238/DPEYDP-0428/ARM-0125/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H4Y2,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A704,http://10.90.111.119:5000/resguardo/A704,http://10.90.111.119:5000/orden/A704,http://10.90.111.119:5000/orden/A704
A705,POLICIA,,,,DIR-7238/DPEYDP-0428/ARM-0125/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H55P,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A705,http://10.90.111.119:5000/resguardo/A705,http://10.90.111.119:5000/orden/A705,http://10.90.111.119:5000/orden/A705
A706,POLICIA,,,,161,28-May,BATERIA,SEPURA,XX,"D-329, D-846",XX,LEON ll,,,,ENTREGADO,31-May,3-Jun,PEPE,DIAGNOSTICO,LA BATERIA CUENTA CON UN LIGERO ABULTAMIENTO Y LA MISMA YA NO RETIENE CARGA POR LO CUAL NO SE RECOMIENDA EL CAMBIO DE LA MISMA.,http://10.90.111.119:5000/resguardo/A706,http://10.90.111.119:5000/resguardo/A706,http://10.90.111.119:5000/orden/A706,http://10.90.111.119:5000/orden/A706
A707,POLICIA,,,,162,28-May,BATERIA,SEPURA,XX,1PRC01262G8B0LB,XX,LEON ll,,,,ENTREGADO,1-Jun,3-Jun,CESAR,REPARACION,"SE CAMBIO TARJETA SECUNDARIA, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A707,http://10.90.111.119:5000/resguardo/A707,http://10.90.111.119:5000/orden/A707,http://10.90.111.119:5000/orden/A707
A708,POLICIA,,,,965,28-May,MOVIL,SEPURA,SRG3900,1PSJ01923G7G7RP,965,GRUPO ENLACE,,,,ENTREGADO,31-May,31-May,JAVIER,REPARACION,"SE REPARO CABLEADO DE ALIMENBTACION , Y SE REVISARON PARAMETROS GENERALES RX - OK TX - OK ",http://10.90.111.119:5000/resguardo/A708,http://10.90.111.119:5000/resguardo/A708,http://10.90.111.119:5000/orden/A708,http://10.90.111.119:5000/orden/A708
A709,POLICIA,,,,166,1-Jun,PORTATIL,SEPURA,STP9038,8PRE01642G8013J,XX,GRUPO LINCE,,,,ENTREGADO,2-Jun,2-Jun,CESAR,REPARACION,"SE REPARO FALLA EN CONTROL DE VOLUMEN, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A709,http://10.90.111.119:5000/resguardo/A709,http://10.90.111.119:5000/orden/A709,http://10.90.111.119:5000/orden/A709
A710,POLICIA,,,,CV-0074,1-Jun,MOBIL,SEPURA,SRG3900,2PSJ01908G780T0,426,IBARRILLA,,,,ENTREGADO,1-Jun,1-Jun,PEPE Y CESAR,REPARACION,"SE RECONECTO CABLEADO DE ANTENA , SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A710,http://10.90.111.119:5000/resguardo/A710,http://10.90.111.119:5000/orden/A710,http://10.90.111.119:5000/orden/A710
A711,POLICIA,,,,166,1-Jun,MOVIL,SEPURA,SRG3900,8PRF01623G7C2GX,273,JOYAS,,,,ENTREGADO,1-Jun,1-Jun,PEPE,REPARACION,"SE CAMBIO PRTAFUSIBLE, SE REVISARON PARAMETROS GENERALES CORRECTOS RX YTX-OK",http://10.90.111.119:5000/resguardo/A711,http://10.90.111.119:5000/resguardo/A711,http://10.90.111.119:5000/orden/A711,http://10.90.111.119:5000/orden/A711
A712,TRANSITO,,,,138,1-Jun,PORTATIL,SEPURA,STP9038,1PRE01709G8H0H1,XX,SUPERVISION DE UNIDADES,,,,ENTREGADO,19-Jul,2-Aug,CESAR,DIAGNOSTICO,"NO SE CUENTA CON REFACCIONES PARA SU REPARACION, SE REGRE3SA A LA DEPENDENCIA PARA LOS FIENES QUE MAS CONVENGAN",http://10.90.111.119:5000/resguardo/A712,http://10.90.111.119:5000/resguardo/A712,http://10.90.111.119:5000/orden/A712,http://10.90.111.119:5000/orden/A712
A713,POLICIA,,,,164,2-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C2HZ,491,SAN ISIDRO,,,,ENTREGADO,2-Jun,3-Jun,PEPE Y CESAR,INSTALACION,"SE INSTALO EQUIPO COMPLETO DE RADIO TETRA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A713,http://10.90.111.119:5000/resguardo/A713,http://10.90.111.119:5000/orden/A713,http://10.90.111.119:5000/orden/A713
A714,POLICIA,,,,168,3-Jun,BATERIA,SEPURA,STP,"D-160, D-805",XX,PARADEROS,,,,ENTREGADO,3-Jun,8-Jun,CESAR,DIAGNOSTICO,LA BATERIA CUENTA CON UN LIGERO ABULTAMIENTO Y LA MISMA YA NO RETIENE CARGA POR LO CUAL NO SE RECOMIENDA EL CAMBIO DE LA MISMA.,http://10.90.111.119:5000/resguardo/A714,http://10.90.111.119:5000/resguardo/A714,http://10.90.111.119:5000/orden/A714,http://10.90.111.119:5000/orden/A714
A715,POLICIA,,,,169,3-Jun,BATERIA,SEPURA,STP,"D-127, D-606, D-1486",XX,MEDINA,,,,ENTREGADO,3-Jun,8-Jun,CESAR,DIAGNOSTICO,LA BATERIA CUENTA CON UN LIGERO ABULTAMIENTO Y LA MISMA YA NO RETIENE CARGA POR LO CUAL NO SE RECOMIENDA EL CAMBIO DE LA MISMA.,http://10.90.111.119:5000/resguardo/A715,http://10.90.111.119:5000/resguardo/A715,http://10.90.111.119:5000/orden/A715,http://10.90.111.119:5000/orden/A715
A716,TRANSITO,,,,XX,3-Jun,PORTATIL,Kenwood,NX-320,B4500932,XX,MOTOS,,,,ENTREGADO,3-Jun,22-Jun,CESAR,DIAGNOSTICO,"SE REVISA EQUIPO ENCONTRANDO FALLA EN EL REGULADOR DE VOLTAJE POR LO QUE NO ES RECOMENDABLE SU REPARACION, SE REGRESA PARA LOS FINES QUE MAS CONVENGAN",http://10.90.111.119:5000/resguardo/A716,http://10.90.111.119:5000/resguardo/A716,http://10.90.111.119:5000/orden/A716,http://10.90.111.119:5000/orden/A716
A717,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2LI,215097,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A717,http://10.90.111.119:5000/resguardo/A717,http://10.90.111.119:5000/orden/A717,http://10.90.111.119:5000/orden/A717
A718,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2H5,215098,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A718,http://10.90.111.119:5000/resguardo/A718,http://10.90.111.119:5000/orden/A718,http://10.90.111.119:5000/orden/A718
A719,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2MB,215099,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A719,http://10.90.111.119:5000/resguardo/A719,http://10.90.111.119:5000/orden/A719,http://10.90.111.119:5000/orden/A719
A720,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2GX,215100,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A720,http://10.90.111.119:5000/resguardo/A720,http://10.90.111.119:5000/orden/A720,http://10.90.111.119:5000/orden/A720
A721,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002031GKN3EH,215101,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A721,http://10.90.111.119:5000/resguardo/A721,http://10.90.111.119:5000/orden/A721,http://10.90.111.119:5000/orden/A721
A722,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN36Y,215102,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A722,http://10.90.111.119:5000/resguardo/A722,http://10.90.111.119:5000/orden/A722,http://10.90.111.119:5000/orden/A722
A723,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1V6,215103,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A723,http://10.90.111.119:5000/resguardo/A723,http://10.90.111.119:5000/orden/A723,http://10.90.111.119:5000/orden/A723
A724,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2LW,215104,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A724,http://10.90.111.119:5000/resguardo/A724,http://10.90.111.119:5000/orden/A724,http://10.90.111.119:5000/orden/A724
A725,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1UQ,215105,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A725,http://10.90.111.119:5000/resguardo/A725,http://10.90.111.119:5000/orden/A725,http://10.90.111.119:5000/orden/A725
A726,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1P7,215106,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A726,http://10.90.111.119:5000/resguardo/A726,http://10.90.111.119:5000/orden/A726,http://10.90.111.119:5000/orden/A726
A727,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2LO,215107,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A727,http://10.90.111.119:5000/resguardo/A727,http://10.90.111.119:5000/orden/A727,http://10.90.111.119:5000/orden/A727
A728,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1U2,215108,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A728,http://10.90.111.119:5000/resguardo/A728,http://10.90.111.119:5000/orden/A728,http://10.90.111.119:5000/orden/A728
A729,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2BI,215109,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A729,http://10.90.111.119:5000/resguardo/A729,http://10.90.111.119:5000/orden/A729,http://10.90.111.119:5000/orden/A729
A730,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN28B,215110,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A730,http://10.90.111.119:5000/resguardo/A730,http://10.90.111.119:5000/orden/A730,http://10.90.111.119:5000/orden/A730
A731,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002031GKN3G1,215111,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A731,http://10.90.111.119:5000/resguardo/A731,http://10.90.111.119:5000/orden/A731,http://10.90.111.119:5000/orden/A731
A732,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1TH,215112,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A732,http://10.90.111.119:5000/resguardo/A732,http://10.90.111.119:5000/orden/A732,http://10.90.111.119:5000/orden/A732
A733,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN38K,215113,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A733,http://10.90.111.119:5000/resguardo/A733,http://10.90.111.119:5000/orden/A733,http://10.90.111.119:5000/orden/A733
A734,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1V3,215114,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A734,http://10.90.111.119:5000/resguardo/A734,http://10.90.111.119:5000/orden/A734,http://10.90.111.119:5000/orden/A734
A735,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2GQ,215115,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A735,http://10.90.111.119:5000/resguardo/A735,http://10.90.111.119:5000/orden/A735,http://10.90.111.119:5000/orden/A735
A736,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002031GKN3FP,215116,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A736,http://10.90.111.119:5000/resguardo/A736,http://10.90.111.119:5000/orden/A736,http://10.90.111.119:5000/orden/A736
A737,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1K7,215117,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A737,http://10.90.111.119:5000/resguardo/A737,http://10.90.111.119:5000/orden/A737,http://10.90.111.119:5000/orden/A737
A738,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2Z2,215118,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A738,http://10.90.111.119:5000/resguardo/A738,http://10.90.111.119:5000/orden/A738,http://10.90.111.119:5000/orden/A738
A739,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2AH,215119,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A739,http://10.90.111.119:5000/resguardo/A739,http://10.90.111.119:5000/orden/A739,http://10.90.111.119:5000/orden/A739
A740,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN28P,215120,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A740,http://10.90.111.119:5000/resguardo/A740,http://10.90.111.119:5000/orden/A740,http://10.90.111.119:5000/orden/A740
A741,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN34U,215121,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A741,http://10.90.111.119:5000/resguardo/A741,http://10.90.111.119:5000/orden/A741,http://10.90.111.119:5000/orden/A741
A742,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN39B,215122,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A742,http://10.90.111.119:5000/resguardo/A742,http://10.90.111.119:5000/orden/A742,http://10.90.111.119:5000/orden/A742
A743,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN2H7,215123,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A743,http://10.90.111.119:5000/resguardo/A743,http://10.90.111.119:5000/orden/A743,http://10.90.111.119:5000/orden/A743
A744,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN3A0,215124,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A744,http://10.90.111.119:5000/resguardo/A744,http://10.90.111.119:5000/orden/A744,http://10.90.111.119:5000/orden/A744
A745,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN36W,215125,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A745,http://10.90.111.119:5000/resguardo/A745,http://10.90.111.119:5000/orden/A745,http://10.90.111.119:5000/orden/A745
A746,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN168,215126,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A746,http://10.90.111.119:5000/resguardo/A746,http://10.90.111.119:5000/orden/A746,http://10.90.111.119:5000/orden/A746
A747,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN3B7,215127,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A747,http://10.90.111.119:5000/resguardo/A747,http://10.90.111.119:5000/orden/A747,http://10.90.111.119:5000/orden/A747
A748,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN14W,215128,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A748,http://10.90.111.119:5000/resguardo/A748,http://10.90.111.119:5000/orden/A748,http://10.90.111.119:5000/orden/A748
A749,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1TV,215129,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A749,http://10.90.111.119:5000/resguardo/A749,http://10.90.111.119:5000/orden/A749,http://10.90.111.119:5000/orden/A749
A750,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN3A9,215130,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A750,http://10.90.111.119:5000/resguardo/A750,http://10.90.111.119:5000/orden/A750,http://10.90.111.119:5000/orden/A750
A751,PROTECCION CIVIL,,,,SSP/DGPC/1064/2021,3-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN181,215131,OPERATIVO,,,,ENTREGADO,3-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL , SE REVISRON PARAMETROS OK.",http://10.90.111.119:5000/resguardo/A751,http://10.90.111.119:5000/resguardo/A751,http://10.90.111.119:5000/orden/A751,http://10.90.111.119:5000/orden/A751
A752,OXXO,,,,PROGRAMACION,4-Jun,PORTATIL,SEPURA,NX3320,B9913764,XX,CONECTATE C4,,,,ENTREGADO,4-Jun,4-Jun,JAVIER,PROGRAMACION,"SE PROGRAMO EQUIPO CON CANAL OPERATIVO DE PROGRAMA CONECTATE C4, SE REVISARON PARAMETROS GENERALES RX - OK TX - OK",http://10.90.111.119:5000/resguardo/A752,http://10.90.111.119:5000/resguardo/A752,http://10.90.111.119:5000/orden/A752,http://10.90.111.119:5000/orden/A752
